Sleep,Mood,Steps
8.063,7,3003.013
0.604,5,3907.0
5.739,6,7361.66
7.227,7,8901.783
9.023,6,9847.941
7.681,5,8704.581
8.258,7,11058.593
7.266,8,7014.49
7.477,8,8830.545
8.308,6,9463.82
7.297,5,9191.288
6.785,4,10802.858
5.76,6,6780.198
8.03,7,6205.017
8.005,6,10289.213
8.707,4,5780.094
7.135,6,8851.189
5.001,7,10424.317
9.021,5,8829.189
7.196,1,12937.0
6.377,8,6721.539
8.84,4,6751.203
9.195,4,12224.699
7.699,5,7628.765
6.953,5,10108.824
13.007,2,9444.0
8.805,8,6479.621
8.659,5,9434.567
14.827,7,2888.0
8.145,6,6319.217
8.538,5,11619.03
12.618,10,22486.0
9.382,6,6741.296
6.304,4,7356.031
8.058,8,8542.214
6.422,8,6608.277
6.743,4,3015.314
8.353,4,12233.494
7.261,8,11309.509
7.012,5,4392.222
7.428,4,6415.582
6.956,4,7566.527
9.139,6,13275.39
7.76,5,10564.727
6.64,5,5212.338
7.06,5,6965.726
8.087,7,7985.753
6.998,4,8974.828
8.728,8,4590.263
7.367,4,6400.74
7.133,5,6826.654
7.1,6,10357.897
7.275,5,6563.039
6.744,6,8103.568
6.715,6,16292.0
7.698,4,24698.0
8.586,4,9463.202
9.107,6,7670.878
14.206,10,23175.0
7.391,5,13109.373
8.139,8,16604.0
8.086,6,7087.227
7.538,7,10232.493
7.243,4,3884.066
7.331,6,8541.673
7.163,4,9366.521
8.135,4,8734.192
5.698,4,5519.291
7.606,4,6357.061
8.19,6,6293.393
9.128,7,9469.196
7.201,4,8106.615
7.876,5,9012.734
1.676,5,2973.0
5.695,6,5975.453
7.316,8,11613.069
8.431,4,6962.784
6.21,8,11806.585
8.247,6,10364.468
7.136,8,7298.579
9.385,4,6932.29
9.093,5,9045.124
8.267,7,4230.427
7.634,6,7207.367
7.038,6,11008.429
8.88,6,6907.778
6.675,4,10137.919
8.557,5,9306.386
14.29,3,2386.0
9.386,7,8306.204
7.287,7,9405.764
8.35,4,6367.924
6.838,7,5371.708
8.151,8,5724.386
7.327,5,7640.367
6.461,1,4783.0
7.279,4,10244.407
6.223,8,9614.924
7.579,8,6459.234
8.638,5,7234.0
8.828,8,8792.399
6.523,2,0.0
7.732,4,7201.802
8.071,6,8262.042
7.546,7,9210.447
7.254,6,7446.728
0.0,1,4332.0
6.289,4,9014.842
0.0,3,1877.0
8.856,4,7279.788
7.417,6,9414.372
8.496,6,11369.159
8.912,5,5242.393
7.021,8,10467.634
7.476,5,8772.0
6.798,6,4877.295
7.245,8,9062.193
7.685,8,8635.817
8.007,6,23258.0
7.614,5,10886.579
6.446,4,6695.573
6.673,5,8699.539
9.338,4,11127.8
6.528,8,9163.558
9.17,4,6477.14
9.955,8,3533.442
6.798,8,8446.182
7.151,6,6422.656
5.581,7,8707.096
7.384,4,8259.001
9.69,7,10329.23
6.122,6,7656.104
6.823,5,3671.38
6.703,8,7303.413
7.862,6,8821.524
9.556,5,9151.809
6.056,4,0.0
8.993,5,6144.157
7.982,6,8139.859
7.178,7,6615.696
6.683,4,10294.123
7.46,6,6852.14
6.438,8,9345.886
7.28,6,7730.398
10.731,4,3165.0
2.911,10,1878.0
6.37,5,13290.074
8.745,8,22121.0
6.917,6,9893.857
7.452,7,9728.487
7.913,7,6960.05
9.265,5,9326.895
8.719,8,6780.127
7.867,4,7908.277
8.673,6,10642.123
6.948,7,7558.714
6.021,7,8203.371
6.476,4,9797.236
7.761,5,4426.109
0.896,2,6086.0
7.191,5,8592.729
8.483,5,9216.458
8.665,8,10399.751
7.157,4,7245.912
9.002,5,8247.835
4.88,8,5705.356
8.271,5,8527.093
7.047,7,9259.962
5.885,4,10180.969
6.943,6,5382.443
7.054,6,7507.516
6.561,8,9558.06
10.591,10,972.0
0.0,1,0.0
8.219,9,19273.0
10.0,5,4893.144
7.527,5,11011.09
8.45,6,9532.392
8.134,6,8447.497
0.0,3,609.0
6.07,6,9419.858
8.1,7,11058.608
5.974,7,5452.565
6.331,6,8701.885
8.902,9,22941.0
7.129,4,9528.211
7.905,4,6551.507
0.969,2,1495.0
6.845,10,22105.0
7.108,7,7069.566
7.802,6,4088.61
6.442,8,6641.118
0.655,2,5179.0
0.0,1,0.0
6.986,6,10190.321
7.945,4,8217.607
7.614,4,7592.546
7.676,4,4555.313
7.766,4,0.0
7.997,8,7459.68
7.867,6,10065.114
4.604,5,8069.249
6.876,7,8441.617
0.0,1,0.0
8.978,7,8533.346
7.127,5,4842.65
6.748,8,8639.185
6.389,6,6333.41
0.605,2,2144.0
8.152,4,10366.454
7.362,6,3617.852
8.208,4,4689.262
7.666,1,10875.0
9.125,4,4784.21
7.405,6,0.0
12.256,6,2220.0
7.05,8,3870.085
6.741,4,3949.164
9.14,6,7073.522
6.748,5,12055.479
7.339,7,5600.281
7.279,10,4832.0
8.211,6,9980.477
7.42,7,7606.019
9.08,4,5887.344
7.121,4,9354.363
6.394,8,6888.861
6.602,8,6195.619
6.863,7,10891.729
7.851,4,8563.838
8.039,7,7359.075
5.887,7,9945.993
8.282,6,10175.48
7.241,6,11241.952
8.459,5,5841.215
7.615,7,8257.306
7.35,8,7587.751
3.998,10,559.0
11.261,7,1233.0
8.713,7,8488.422
6.086,7,4714.893
8.506,10,22372.0
8.404,4,9702.954
8.043,7,11425.335
6.441,4,8867.011
5.418,5,9633.736
7.016,6,11376.884
7.011,5,7113.81
6.923,5,10020.828
8.08,7,9852.964
8.145,8,8945.834
8.695,6,9236.218
6.148,8,8442.955
6.432,4,9094.605
9.465,7,10758.325
7.937,8,6227.25
7.315,8,7802.217
8.095,8,5831.58
8.07,5,5729.067
9.409,7,7728.291
8.514,5,6143.715
8.238,5,7138.571
8.159,4,10629.56
6.522,8,8629.413
6.923,7,10080.377
7.071,4,7930.956
7.67,7,7317.651
6.249,6,10459.548
6.846,4,7753.897
7.277,8,5651.852
9.212,7,4423.869
7.516,4,8323.564
5.831,6,8712.433
8.951,5,6324.581
9.004,6,11244.997
8.316,8,8676.768
3.901,9,1106.0
7.211,8,4523.777
9.301,7,2823.167
8.111,7,9359.151
7.973,8,10813.562
8.259,6,7865.541
9.074,4,9013.755
7.628,6,5972.388
6.008,10,5386.0
14.013,6,7054.0
3.111,2,12421.0
7.076,4,0.0
8.014,6,8943.725
6.832,6,10330.655
0.0,5,164.0
8.727,7,7625.126
6.29,5,9519.845
8.0,10,10000.0
11.216,6,9074.0
5.534,8,6766.338
6.919,7,6017.419
7.867,8,8978.168
7.831,6,6412.427
5.506,5,7589.543
8.649,1,13812.0
9.917,10,969.0
9.178,5,9786.489
9.347,7,7325.624
5.512,8,8998.171
7.604,8,7709.497
8.532,7,5872.421
8.383,7,8444.471
5.427,5,4441.141
2.495,9,1403.0
7.254,5,11746.209
7.191,6,6726.66
7.974,6,4470.808
7.202,4,8159.513
5.301,8,7796.56
9.066,5,9487.803
7.137,6,9832.021
8.36,6,6194.601
6.965,4,7353.041
5.732,5,7253.141
7.205,8,7214.116
6.849,6,3247.134
14.199,10,22463.0
6.093,5,8653.248
7.842,6,7251.639
9.228,8,5451.014
8.242,8,8648.518
8.882,6,10820.428
7.08,6,6158.834
7.39,5,11173.0
7.251,7,10416.696
14.262,6,9563.0
0.653,5,5924.0
7.363,6,8980.159
7.231,7,9583.593
7.423,4,8193.656
6.715,4,6394.677
6.653,4,7651.699
6.172,4,7868.051
7.274,8,7901.59
7.899,8,10302.439
7.597,5,8806.601
8.322,4,7282.468
7.541,6,8637.593
9.295,6,9723.634
6.822,6,13276.351
0.0,1,0.0
8.73,5,10984.0
7.552,5,7939.194
8.51,6,9622.407
7.564,7,8579.307
7.38,6,12214.237
6.33,5,6829.466
7.77,8,8253.046
6.117,7,6903.667
8.0,10,10000.0
7.677,8,19845.0
9.354,4,5263.274
7.913,8,6876.108
14.344,10,21861.0
8.05,7,8308.096
6.899,5,8354.438
7.472,7,6984.533
7.779,8,11016.495
11.855,4,2174.0
6.419,4,7787.024
6.43,4,6889.384
11.421,5,8111.0
6.746,8,8062.152
9.671,7,8075.253
8.052,6,10209.884
9.161,7,8458.294
7.874,4,5653.687
0.0,1,0.0
7.749,6,10006.766
8.98,6,9108.449
8.944,5,6861.945
5.502,7,5539.724
7.899,5,5175.411
6.65,6,11557.31
6.577,6,7878.164
7.476,6,8375.078
9.644,6,10105.583
7.908,7,8946.102
8.017,8,22869.0
6.518,4,7436.395
6.812,4,7676.888
11.269,7,2857.0
6.704,5,6346.97
6.35,8,20987.0
7.94,5,6848.237
9.25,8,8224.642
6.38,6,8057.582
7.758,4,8028.488
2.677,10,1959.0
5.629,6,5997.876
8.064,7,10836.478
6.746,5,5457.158
6.672,5,10138.289
8.455,6,7314.07
6.936,5,8248.09
8.32,8,6029.611
6.808,6,9142.817
8.977,8,7940.517
6.888,6,7823.752
8.115,6,8405.888
1.052,1,2089.0
8.182,7,7443.762
7.685,6,7327.243
8.35,5,8902.0
3.193,9,391.0
6.877,6,6975.19
7.133,7,4133.42
9.001,7,7352.135
8.529,8,6043.356
7.65,5,11613.032
6.97,5,7797.243
7.247,4,9237.26
8.322,4,7375.156
9.173,6,6838.464
6.196,7,10404.955
7.031,8,5643.119
0.883,1,4050.0
7.513,8,4532.347
8.579,8,9101.575
10.484,10,422.0
7.575,4,8252.826
0.0,2,1068.0
0.0,1,0.0
6.99,8,5051.525
7.314,5,7870.665
8.419,7,8143.762
6.121,8,7239.185
7.358,10,8795.0
6.727,7,7374.968
7.57,8,8151.755
8.266,8,8628.566
9.513,7,5800.705
7.709,7,4511.339
0.0,5,1342.0
7.467,6,7809.381
7.071,5,8813.455
6.833,1,5527.0
1.395,2,3275.0
5.076,4,10429.947
6.246,5,10934.143
7.314,6,0.0
5.327,6,6617.231
9.165,7,7558.115
8.356,7,6779.954
7.694,5,9191.405
7.393,7,13267.076
7.769,4,10107.842
6.722,5,5163.88
6.924,7,8429.653
7.329,10,7672.0
7.664,8,16572.0
6.96,5,8757.621
8.256,1,14087.0
6.843,6,8568.951
5.966,6,11985.665
8.416,5,8385.12
9.013,8,9275.439
10.0,7,7369.799
7.128,7,9040.976
8.953,4,7376.026
11.283,5,6193.0
7.609,4,11117.596
7.308,7,10928.909
7.616,6,6915.435
6.561,5,7285.0
8.58,5,6674.187
6.069,7,9899.046
7.913,6,6217.563
7.981,5,12141.0
8.013,7,10287.673
6.862,4,8976.21
0.0,5,1924.0
8.659,5,4889.0
8.554,6,5493.409
6.624,7,6965.634
9.819,6,8300.577
5.525,5,8091.743
7.985,6,7322.631
7.034,8,4298.737
5.787,6,8436.05
9.633,6,8438.221
8.849,5,2583.0
6.205,5,8236.424
6.166,7,2573.515
8.163,6,10660.763
7.317,5,10899.707
10.232,10,727.0
9.271,10,302.0
7.809,5,7791.403
7.139,4,7245.316
8.0,10,10000.0
5.937,7,11945.622
8.479,1,13617.0
8.61,1,9544.0
7.944,5,6826.069
7.701,5,7881.603
6.945,5,6204.025
8.524,6,10189.343
8.157,7,8688.712
8.149,5,7709.847
7.682,3,0.0
6.792,8,9834.63
5.995,5,5831.859
7.353,4,8549.484
7.633,1,11756.0
8.547,5,11864.919
8.255,7,8137.691
6.133,6,11299.567
7.698,5,6590.356
6.873,8,6009.193
2.502,2,14653.0
7.467,5,5701.257
11.682,6,4867.0
7.622,6,6876.435
7.534,7,4706.272
8.043,5,10639.271
12.693,5,4554.0
6.357,8,11239.649
7.417,7,7762.983
8.043,8,8239.201
6.042,8,9112.843
7.568,6,11818.837
7.481,7,7080.902
7.716,1,4238.0
7.893,5,11863.881
8.89,7,11901.704
7.096,8,7976.679
7.587,4,6805.153
6.678,6,6364.569
5.461,7,9839.407
8.867,5,5101.161
7.263,6,9220.046
7.719,8,6385.72
7.353,4,9964.639
8.77,6,21409.0
7.698,5,8339.689
7.957,7,10583.27
7.695,8,7996.189
7.172,7,10759.677
8.55,7,9177.305
7.453,5,6958.273
8.228,7,9747.257
7.094,3,0.0
8.586,4,6499.278
7.826,8,5731.207
9.414,4,5979.555
9.298,6,7342.112
8.79,8,7863.722
7.068,6,5368.229
7.732,5,7323.012
7.846,5,10289.519
7.025,4,10939.165
8.299,10,23405.0
5.839,8,5916.305
7.838,8,5206.132
8.697,5,10002.733
6.092,5,6769.625
6.782,8,6097.461
7.401,7,9182.831
7.333,7,7344.116
8.058,6,9693.893
6.418,4,9010.653
9.373,8,7491.793
7.079,5,7267.517
8.876,8,6281.534
11.789,10,524.0
8.551,7,10254.748
6.984,8,8056.026
6.758,4,8069.734
7.261,4,10026.912
7.073,6,4873.821
10.954,4,8847.0
8.797,6,6872.635
9.575,7,4621.085
7.78,6,0.0
6.509,8,6177.329
7.93,8,5533.005
2.862,1,15985.0
7.465,7,11979.71
8.708,5,9985.86
5.659,7,8145.449
0.0,1,0.0
7.151,4,7346.753
8.781,4,8208.456
2.401,5,3835.0
6.156,5,7230.409
8.252,6,6994.761
7.514,5,9119.401
8.0,10,10000.0
6.025,7,24168.0
8.674,5,5185.0
5.845,8,10365.131
6.727,4,5459.183
7.06,6,10145.773
7.559,7,4614.637
2.964,10,1588.0
6.998,4,2200.212
9.799,4,7968.164
7.786,8,8806.938
7.039,5,5167.133
5.886,7,10193.305
8.544,4,10363.523
5.458,5,7825.488
6.982,8,5501.21
8.473,4,11302.473
9.645,5,7024.652
7.803,6,7814.034
7.266,8,6995.45
6.489,1,5915.0
6.853,4,9041.106
6.49,7,7524.53
10.314,10,391.0
6.476,4,5925.469
2.454,2,12109.0
7.78,6,9872.418
7.411,8,8345.1
7.56,4,5664.932
7.072,7,5755.694
13.021,10,22503.0
6.502,8,8170.158
6.371,6,6614.49
7.409,4,5683.174
7.479,4,7768.693
7.341,8,6167.717
6.41,2,0.0
8.314,5,9417.437
7.797,8,5942.847
9.095,4,9117.302
8.395,8,6792.22
8.329,4,10285.4
7.24,8,9915.109
7.783,7,5070.606
7.824,8,8859.126
6.659,5,0.0
7.518,6,6279.615
1.056,1,5055.0
6.732,4,8639.265
8.54,8,11113.764
7.865,8,9618.232
8.884,8,6823.691
7.225,8,7531.33
8.456,10,16716.0
6.819,5,9695.864
6.393,8,9571.624
8.738,6,8676.505
7.45,8,6530.884
7.87,6,19896.0
7.597,5,5404.981
6.088,5,9430.325
6.278,8,7953.95
6.279,7,12161.532
2.462,5,2162.0
7.529,6,6791.665
3.12,10,663.0
6.977,5,5882.993
6.737,4,7332.442
7.358,6,7521.246
8.574,7,10651.94
1.1,4,4598.0
13.288,7,2658.0
7.115,7,6867.743
6.642,8,5724.524
7.259,4,9113.472
6.55,5,9083.0
8.649,7,6569.874
8.864,5,6970.103
7.165,6,9085.657
1.143,4,1337.0
7.557,5,8157.555
6.746,7,7508.242
8.06,7,8298.839
7.249,6,6390.081
8.382,7,11870.641
7.793,7,10992.204
5.378,6,7468.756
8.829,6,11242.454
7.035,7,5106.136
8.689,7,8032.631
8.318,6,6807.165
6.989,7,4330.384
2.088,5,3593.0
8.213,6,6542.644
3.586,10,1872.0
6.314,3,0.0
7.148,6,7432.631
7.092,8,8012.423
9.112,7,9132.613
1.168,4,1841.0
7.814,5,5982.672
6.934,4,7573.216
4.946,5,6509.353
7.191,6,6780.031
13.716,3,9641.0
7.877,8,4660.265
8.286,6,11037.437
9.622,6,7093.788
7.053,6,4029.078
8.201,7,8130.701
7.253,8,9706.843
7.315,7,8017.656
8.139,6,7673.547
6.726,5,9705.192
8.126,5,7516.501
6.94,7,8304.87
6.463,5,5567.348
6.128,4,9863.869
7.115,7,7454.611
8.272,5,6479.164
6.795,5,4492.0
0.0,1,3332.0
8.0,10,10000.0
6.522,7,9192.794
6.153,6,9298.861
7.847,6,7574.843
8.077,8,10282.929
7.974,7,7550.509
6.485,4,9122.134
7.94,4,8737.476
6.487,8,8245.687
5.905,5,9351.02
7.577,4,7877.796
14.86,2,4175.0
8.077,7,7007.895
4.628,5,9078.561
7.698,8,10008.753
7.789,9,20543.0
11.343,3,9212.0
7.924,6,8693.272
8.0,10,10000.0
7.33,4,5885.204
7.948,5,8975.811
8.333,1,13655.0
6.262,4,6259.488
6.856,7,9451.057
8.182,4,10186.474
12.579,10,23167.0
8.589,6,10364.706
6.349,5,8933.432
3.059,2,22139.0
7.521,7,7259.549
6.12,4,9607.839
13.509,10,20972.0
7.532,6,8034.911
8.18,7,5716.656
5.54,4,9164.489
6.154,7,6813.055
6.093,5,7471.658
8.384,7,9639.776
8.7,5,7179.748
6.924,6,6820.865
0.0,3,4959.0
7.418,4,6891.324
14.863,6,5491.0
7.125,4,7091.933
7.474,4,12781.532
6.205,5,9508.152
9.599,10,224.0
6.665,8,6805.27
8.482,5,6039.185
8.428,6,8877.004
8.0,10,10000.0
9.043,5,6692.24
3.842,10,289.0
6.929,5,13721.0
6.832,7,11263.143
3.926,10,1486.0
6.701,4,7390.156
6.525,4,7252.676
7.91,4,12431.089
7.843,5,6516.033
7.954,1,12364.0
7.724,6,5784.034
0.0,5,504.0
10.927,4,5498.0
7.505,6,10314.693
3.354,2,23039.0
8.532,5,9789.447
6.698,5,7300.77
6.849,6,7856.706
6.203,7,6256.459
8.687,4,10749.568
7.041,5,9229.683
7.374,6,11725.493
6.5,7,7532.975
7.547,5,8043.888
9.142,8,9298.729
6.596,4,9200.238
8.0,10,10000.0
7.774,1,4486.0
6.514,8,9119.154
7.356,8,5779.149
7.611,9,18934.0
10.0,6,8595.21
5.219,5,8499.0
8.845,5,6501.569
6.748,5,6697.794
4.259,4,9457.818
7.165,6,10455.875
7.991,4,9526.668
7.772,2,0.0
1.212,2,2550.0
7.164,7,8959.359
2.765,1,12669.0
6.886,4,0.0
9.187,7,10205.855
2.013,2,4690.0
8.3,7,6651.314
6.263,8,8887.003
7.034,5,5526.959
6.127,5,0.0
6.615,8,6821.82
6.155,5,12131.0
7.356,5,6598.926
7.713,7,11997.743
7.973,8,6818.366
6.06,5,8834.79
5.721,7,9158.838
2.336,10,317.0
7.654,8,6649.038
8.35,8,7520.985
7.465,7,9020.455
5.906,8,7637.229
8.903,4,8303.755
8.583,8,9216.884
7.734,6,7064.356
8.235,7,9022.653
7.197,6,10260.44
9.439,4,7218.536
9.4,7,8249.094
7.2,1,10936.0
6.177,6,9540.501
7.382,8,8044.901
8.815,6,6889.773
8.921,5,9580.757
7.586,6,6453.125
9.169,4,8397.899
7.362,6,9187.853
8.424,5,12441.368
6.545,8,11552.175
9.993,6,6557.631
6.008,1,7247.0
8.721,8,8398.971
13.855,5,5655.0
8.689,8,7882.471
8.377,1,9782.0
6.654,6,7655.711
6.898,4,0.0
6.957,8,8833.859
7.989,7,5686.043
7.919,8,7483.839
7.19,6,6686.09
7.269,7,8000.373
7.333,5,5205.695
7.063,5,4974.086
9.196,6,7147.463
8.208,6,6297.674
7.623,7,8397.352
8.341,8,5928.178
7.528,5,7238.007
6.453,8,10070.258
7.177,6,7750.041
9.562,7,6923.077
7.111,8,23233.0
6.38,6,7976.553
6.892,5,10073.031
6.923,6,5725.642
5.861,5,5201.0
13.204,10,22755.0
7.952,7,6778.436
7.896,6,7535.391
8.553,6,7092.415
9.557,7,9441.544
1.395,1,5687.0
8.239,8,6152.786
5.929,6,6638.234
7.129,5,4808.726
8.336,7,5191.997
8.498,8,9279.807
8.453,5,9095.312
0.0,4,1515.0
6.036,4,7422.409
8.023,5,10916.051
7.174,6,10208.141
9.296,8,8824.218
7.725,6,9193.517
12.993,4,7035.0
7.724,4,6479.418
8.015,5,6387.275
6.18,7,10851.789
7.323,4,10394.373
8.854,4,6042.372
2.329,10,1475.0
8.114,8,7501.272
8.433,7,3952.692
8.143,6,8594.167
8.294,4,10067.782
12.075,3,8937.0
2.718,1,18777.0
7.066,5,7979.669
8.178,5,10486.624
6.101,5,8572.39
8.121,8,9239.618
10.599,3,6463.0
7.858,7,8504.335
3.613,10,1731.0
0.0,1,0.0
7.181,5,7669.754
9.69,7,6395.691
8.679,4,4406.524
8.014,6,7677.819
7.992,7,5650.317
7.274,7,8157.806
6.11,4,10109.718
9.506,5,6813.35
7.002,10,24128.0
6.861,4,10035.373
6.567,7,9520.427
8.313,5,8968.893
8.0,10,10000.0
7.68,5,11368.697
7.577,4,4911.245
6.692,4,10732.309
7.404,4,11491.743
7.708,5,5020.725
5.943,4,5529.439
7.484,6,5196.184
7.179,8,8182.377
6.849,4,12969.94
7.642,8,4957.74
6.707,4,7014.455
6.014,7,6420.305
7.219,8,7711.424
7.909,6,0.0
8.061,6,5627.862
8.287,4,6985.457
6.69,5,9588.602
6.796,4,9979.72
8.278,6,9494.146
7.829,4,7790.416
6.926,6,5007.602
8.193,4,5267.105
7.984,6,0.0
8.323,6,8846.684
5.93,8,4655.5
6.613,8,7067.392
7.96,8,5692.534
3.311,1,12946.0
6.527,7,7662.07
8.157,10,24780.0
7.385,7,6431.019
8.0,10,10000.0
8.257,6,9987.86
7.21,5,8942.88
8.729,5,5349.0
8.0,10,10000.0
4.803,5,7052.27
7.011,8,9727.893
6.596,4,9806.878
14.221,5,4551.0
8.371,6,3579.914
5.985,7,6902.502
0.589,3,2023.0
5.61,6,5625.069
8.421,6,20833.0
7.178,5,8561.065
9.145,8,8651.682
6.745,6,7394.077
7.274,4,10502.913
6.302,7,8945.326
6.51,7,8272.275
8.617,6,11879.977
8.748,5,6557.9
7.378,7,9958.371
9.312,8,11654.523
8.688,4,11896.489
5.949,8,12700.412
3.747,1,20215.0
9.227,4,7574.997
7.488,6,5222.184
8.069,4,7387.668
8.114,8,5470.627
7.986,1,4440.0
9.563,4,6460.875
7.419,6,12408.458
7.821,7,7419.925
7.582,4,2191.071
7.703,5,6992.992
